,location,Radius,covered_nodes,Total_nodes_covered
0,"[789.0002154972357, 568.9842138908556]",161.61071114308345,"['268789944', '330576035', '330576044', '330576053', '330576066', '330576156', '330576503', '330576530', '330576539', '330576757', '330576765', '330576770', '330576811', '330576821', '330576830', '330582157', '330582193', '330593389', '330593397', '3371735062', '3371735063', '3371735087', '3405055667', '3405055668']",24
1,"[256.17022460014624, -1080.6215519639647]",229.7668354961551,"['275676975', '275676976', '275676977', '330654005', '330654009', '330654075', '330654081', '330654083', '330654139', '330654144', '330654147', '330654149', '330654150', '330780592', '330798589', '2164168453', '2164168463', '2167078769', '2167078770', '2167078772', '2167078773', '2167078774', '4690195816']",23
2,"[945.175320559219, 1096.5852152024195]",146.1532062790242,"['268789836', '268789959', '268790945', '3248845375', '3263038277']",5
3,"[670.6563244386938, 628.5242297260063]",155.9057297752133,"['268789880', '330576044', '330576053', '330576059', '330576066', '330576156', '330576503', '330576530', '330576539', '330576765', '330576821', '3371735062', '3371735063', '3371735085', '3371735087']",15
4,"[475.92406018090026, -507.0271334770452]",228.84354914546546,"['330653384', '2166694720', '2166703022', '2293922421', '3405091168']",5
5,"[960.1881279146086, 804.1002237849088]",151.78274398663086,"['268789860', '268789861', '330576568', '330576592', '330576637', '330576647', '330576694', '330576715', '330576733', '330576757']",10
6,"[45.05476107351312, -965.9737791202763]",219.94439032775233,"['275675440', '275675441', '275676975', '275676976', '275676977', '330653986', '330653996', '330654000', '330654005', '330654009', '330654010', '330654012', '330654038', '330654075', '330654144', '2164168453', '2164168463', '2166694709', '2167078771', '2167078772', '2167078773', '2167078774', '6590511582', '7025461280']",24
7,"[-900.9980845266114, -723.7014164694932]",182.88798873370538,"['330648098', '330780901', '2018053792', '5391143596', '5391143604']",5
8,"[-215.38228227163282, -688.6951641148862]",206.44739582390892,"['330653884', '330653893', '330653923', '330653967', '330653976', '330653978', '330653986', '670703094', '670703101', '670703151', '670703205', '670703217', '670703264', '672642688', '672642689', '2164168482', '2166694704', '2166694714', '2166694715']",19
9,"[86.57358123028806, -565.8712991442668]",217.99190627418315,"['268789969', '268789971', '268789973', '268789976', '268789979', '268790010', '268790030', '268790035', '275675438', '275675439', '330653141', '330653166', '330653236', '330653241', '330653246', '330653249', '330653262', '330653267', '330653271', '330653290', '330653296', '330653303', '330653353', '330653997', '330654000', '330774715', '330780144', '330780155', '330780161', '330780167', '330780202', '330780203', '2166694709', '2166694724', '2166694728', '2166694752', '7024847607']",37
10,"[-434.37619921932236, -385.4632629961295]",196.86799378442228,"['268790019', '304914007', '330612299', '330648024', '330648058', '330648061', '330648065', '330648108', '330648111', '330648114', '330648117', '330653928', '330653958', '330798362', '672642687']",15
11,"[989.3452798402475, 519.900039870212]",161.03963352045807,"['330576745', '330576770', '330576811', '330576830', '330582157', '330582170', '330582193', '330593389', '3405055667']",9
12,"[671.24454946533, 10.071734348275598]",191.03807374751733,"['268789868', '268789869', '268789870', '330593480', '330593497', '330593501', '330593509']",7
13,"[799.9024996640812, 871.6451148945526]",149.65273969102077,"['268789877', '268789879', '268789942', '330576568', '330576592', '330576637', '330576647', '330576671', '330576678', '330576694', '330576715', '3371735058', '3371735059', '3371735060', '3371735085', '3371735086']",16
14,"[116.09469327932526, -261.92494747484784]",224.80303185812707,"['268789875', '268789969', '268789971', '268789973', '268789976', '268789979', '268789985', '268789990', '268789999', '268790000', '268790030', '304913244', '330612027', '330612032', '330612039', '330612044', '330612046', '330612049', '330612053', '330612289', '330653141', '330653290', '330653324', '330774715', '330774716', '330779489', '3371735080', '3405118745']",28
15,"[200.997487211629, -150.55475682289648]",221.83377512878093,"['268789874', '268789875', '268789985', '268789987', '268789988', '268789990', '268789999', '268790000', '330576364', '330593595', '330593601', '330593605', '330593618', '330593701', '330593716', '330612021', '330612027', '330612029', '330612032', '330612039', '330612040', '330612044', '330612046', '330612049', '330612053', '330612289', '330653324', '330774716', '330779489', '330779492', '3371735080']",31
16,"[-160.58111823288473, -302.06767947447673]",214.7719423409121,"['268790010', '268790016', '304913244', '304913245', '304913248', '304914007', '304914011', '330612298', '330612299', '330648003', '330648024', '330653141', '330653166', '330653179', '330653184', '330653241', '330653246', '3405118745']",18
17,"[368.2045291620132, 83.33908566086981]",203.59461466938262,"['268789870', '268789926', '268789939', '268789940', '268789987', '330576261', '330576280', '330576289', '330593476', '330593514', '330593520', '330593523', '330593548', '330593595', '330593601', '330593612', '330593618', '330593624', '330593641', '330593646', '330593651', '330593656', '330593661', '330593666', '330593675', '330593688', '330593697', '330593701', '330593710', '330612021']",30
18,"[622.601427373717, -916.5569535736929]",234.19898160551807,"['275676979', '275676982', '330653399', '330654107', '330654114', '330654123', '330654130', '330780864', '330780866', '330798628', '330798629', '330798631', '330798633', '330798634', '330798635', '330798636', '2158634730', '2168356812', '4690195811', '4690195816', '10038642609', '10038642610', '10038642616']",23
