,location,Radius,covered_nodes,Total_nodes_covered
0,"[379.6110596160945, -136.904786980424]",94.99013070537103,"['J28', 'J29', 'J36', 'J41']",4
1,"[467.83638017039146, 134.49558239989474]",98.51177374958168,"['J13', 'J49', 'J50', 'J51', 'J54', 'J62', 'J65']",7
2,"[398.8496869381752, 6.369414869107862]",97.71952896771008,"['J16', 'J17', 'J20', 'J21', 'J22', 'J23', 'J25', 'J36', 'J63', 'J64']",10
3,"[140.00605776652853, -184.5969866799433]",95.67076958498939,"['J32', 'J33', 'J34', 'J35', 'J42', 'J56']",6
4,"[395.2074468249114, 220.39488629983407]",89.68953036839581,"['J50', 'J61', 'J62', 'J65', 'J66']",5
5,"[285.0085880073288, 137.2506419332433]",97.07998752079831,"['J11', 'J12', 'J14', 'J52', 'J53', 'J61', 'J66', 'J67', 'J68', 'J70', 'J71']",11
6,"[529.2024124761862, 21.578212290616165]",97.94566498760896,"['J20', 'J21', 'J22', 'J23', 'J24', 'J26', 'J44', 'J57', 'J64']",9
7,"[545.2799465107996, -148.0247572801215]",95.63781894521482,"['J43', 'J55', 'J58']",3
8,"[241.8340446697438, -26.02594284468292]",96.66626663981705,"['J15', 'J16', 'J17', 'J18', 'J19', 'J31', 'J71']",7
9,"[130.14789697483127, 107.15326848312385]",95.8926842262844,"['J1', 'J10', 'J2', 'J3', 'J4', 'J5', 'J6', 'J60', 'J7', 'J8', 'J9']",11
10,"[259.44392360236213, -196.11711022292883]",95.73860767118742,"['J29', 'J30', 'J32', 'J56', 'J59', 'J69']",6
11,"[66.2804854089646, 9.80626976990721]",93.90654904851347,"['J0', 'J1', 'J38', 'J39', 'J45', 'J46', 'J48']",7
12,"[81.50542907064872, -78.92363796310481]",94.97742614748343,"['J34', 'J37', 'J38', 'J40', 'J42', 'J47', 'J48']",7
