,location,Radius,covered_nodes,Total_nodes_covered
<<<<<<< HEAD
0,"[412.53116404294514, -753.2557560527098]",322.5005139749899,"['667357309', '667357310', '667357311', '667357317', '667357368', '668660548', '668660552', '668699237', '668699249', '5879215641', '5879215642', '5879215643', '5879215644', '5879215645', '5879215646', '5879215650', '6435688924', '6495983054', '6495983060', '6627410440', '6627410442']",21
1,"[-57.463619690258255, -45.57376925585415]",309.6536499873722,"['245674992', '667357326', '668672574', '668672700', '6583550560', '6583550562']",6
2,"[304.89278293393465, -350.50604490317363]",325.6745508299649,"['667357317', '667357318', '667357325', '667357326', '667357368', '667357382', '667357385', '667357387', '668685375', '668699249', '3215340463', '3215340464', '5077600694', '5366445105', '5879215642', '5879215643', '6495983054', '6495983060', '6568909593', '6568909594', '6568909595', '6568909609', '6573854574', '8666700466']",24
3,"[718.9395034499988, -331.72303052641905]",320.4170356832835,"['667357368', '667357382', '667357383', '667357385', '667357387', '667357392', '667357401', '668660560', '668685375', '668685380', '5366445105', '5879215623', '5879215625', '5879215634', '6576461331', '8675266535']",16
4,"[-176.5373024622619, 390.0172109863218]",305.9799055117922,"['245674992', '667357348', '667357359', '667357361', '668478124', '668672574', '668672699', '4348259294', '4348259295', '4348259297', '4348259298', '4642960968', '5280437313', '5280437314', '5366445091', '5366445092', '5366445093', '6571330021', '6571330022', '6571330023', '7265473766']",21
5,"[-122.67150323605011, -878.0940526659458]",337.5574867396617,"['668699188', '668699193', '668699199', '668699237', '668699242', '6435688923', '6435688924']",7
6,"[233.12399050073932, 605.1834241921789]",309.6509754520363,"['667357367', '667357421', '668612331', '668612391', '668672704', '1990860599', '1990860600', '4348259329', '4348259330', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '5366445082', '5366445085', '5366445091', '5366445092', '5584937649', '5584937650', '6573701501', '6573701505', '6573701524', '9169143592']",24
7,"[529.2225520289014, 787.3198669851456]",325.80481818431525,"['667357421', '668612331', '668612391', '1990860599', '1990860600', '4348259325', '4348259332', '4348259333', '4348265098', '4348265099', '6786321690', '6786321691', '9169143592']",13
8,"[-564.1565959376909, 300.19216618634766]",299.4934692004939,"['2081722939', '4348259319', '4348259324', '5280437313', '5280437314', '5280438428', '6571330022', '6571330023', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",13
