,location,Radius,covered_nodes,Total_nodes_covered
0,"[44.590941671322646, -942.3995705724778]",176.43617801073924,"['668699237', '668699242', '6435688923', '6435688924']",4
1,"[281.93189975015514, -275.43902694522575]",166.9527643900785,"['667357325', '667357326', '3215340463', '6568909593', '6568909594', '6568909595', '6573854574', '8666700466']",8
2,"[135.25813898857533, -119.21859465447369]",165.23144582295515,"['667357326', '668672700']",2
3,"[786.0119914946653, -286.84252292864926]",149.23586135889542,"['667357383', '668685380']",2
4,"[-262.6479727012911, -861.1007936490035]",195.10920148394203,"['668699188', '668699193', '668699199', '668699242']",4
5,"[752.8099228692122, 471.2793911793098]",159.2090334443717,"['667357419', '4348259335', '4348259340', '4348259341', '7265460758', '9169143586']",6
6,"[437.233773459433, -495.0114869157951]",157.79650566235614,"['667357368', '667357382', '668685375', '668699249', '5366445105', '5879215642', '5879215643']",7
7,"[554.0944958329744, 883.8339355742711]",170.97786190359668,"['6786321690', '6786321691']",2
8,"[336.3517782459439, 661.5613927668512]",167.07133033145595,"['667357421', '668612331', '668612391', '1990860599', '1990860600', '4348265098', '4348265099']",7
9,"[385.2174449095975, 21.180758038832735]",158.8555494876486,"['667357352', '2055461156', '5077600694', '6568909595', '6785961623', '6785961658', '7147944038']",7
10,"[209.6025937322206, -588.4891512051225]",176.33324798164472,"['667357310', '667357317', '667357318', '668699249', '5879215643', '6495983054', '6495983060', '6568909609', '6627410440']",9
11,"[520.6237094831832, -186.31846551105644]",152.83029225398474,"['3215340464', '8675266535']",2
12,"[307.6090467415597, 231.9719336250635]",159.72886039589957,"['667357367', '668620092', '668672704', '2055461156', '5366445082', '5366445083', '7147944044', '7147944046']",8
13,"[765.4175559378733, -72.00169542765687]",148.73164391587946,"['667357392', '667357401', '667357403', '6576461331']",4
14,"[541.5619004244284, -374.3348639230555]",143.2637117937444,"['667357382', '667357385', '667357387', '668685375', '5366445105']",5
16,"[363.10091264753817, -860.7097866838764]",174.7000181780163,"['667357309', '667357310', '667357311', '668660548', '668660552', '5879215644', '5879215645', '5879215646', '5879215650', '6627410440', '6627410442']",11
17,"[38.6237106297431, -327.6337169772881]",172.3125994270185,"['667357318', '667357326']",2
18,"[516.8420546750112, -697.5097081730685]",165.9261562066347,"['667357311', '668660552', '5879215641', '5879215644', '5879215645', '5879215646', '5879215650']",7
19,"[-720.6909591505731, 283.99515724502476]",167.81086114332092,"['2081722939', '4348259319', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",7
20,"[734.9435901562379, -533.3947154276933]",153.3106091346386,"['668660560', '5879215623', '5879215625', '5879215634']",4
21,"[335.24915291381194, 936.502511585624]",176.50798926126262,['9169143592'],1
22,"[-123.53306920640951, -40.170597614997085]",169.90809257673644,['6583550560'],1
23,"[398.6314872445007, 508.918184409162]",158.84884935977732,"['667357421', '668612331', '1990860599', '1990860600', '4348259325', '4348259329', '4348259330', '4348259331', '4348265099', '6573701524']",10
24,"[612.037561626917, 3.2497491543842756]",142.805928847599,"['667357392', '667357403', '667357405', '667357407', '6576461331', '6785961623']",6
25,"[758.2135952043539, 807.2157577607422]",168.47911461772523,['6786321690'],1
26,"[-33.54899861350138, 359.1148441690721]",176.30599862205005,"['667357348', '667357361', '668478124', '668672699', '4348259295', '4642960968', '5366445085', '5366445091', '5366445092', '5366445093']",10
27,"[507.27060099922306, 399.8765622126242]",150.3848508471531,"['667357419', '4348259325', '4348259327', '4348259328', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '5882320075', '7265460758']",12
28,"[811.5332690924647, 194.1773495066294]",150.50615301834205,"['667357415', '667357416']",2
29,"[124.4869933968073, 417.53749266576716]",169.8470356897572,"['668672704', '4348265101', '4348265105', '4348265107', '4642960968', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650']",11
30,"[-364.0223844331934, 412.88563206418024]",168.4858943994724,"['5280437313', '5280437314', '6571330021', '6571330022', '7265473766']",5
31,"[-174.984969762758, 556.5416238143366]",175.70276465747384,"['667357348', '667357359', '667357361', '668478124', '4348259297', '4348259298', '6571330021', '7265473766']",8
32,"[31.484095630888643, -741.6667399131359]",187.10864463472407,"['668699237', '668699242', '6435688923', '6435688924']",4
33,"[588.8480305701041, 237.23593529673306]",154.1751769004962,"['667357409', '667357412', '667357416', '4369058864', '5882320075']",5
34,"[94.88186791494122, 683.7837592565905]",179.18358415310175,"['668612391', '4348265105', '6573701501', '6573701505']",4
35,"[-342.4837881631413, -827.9604694834446]",195.82842092789514,"['668699188', '668699193', '668699199']",3
36,"[-238.9829545395828, 192.5225489743675]",172.9650298133132,"['245674992', '668672574', '4348259294', '4348259295', '5280437313', '6571330023']",6
37,"[80.11795275767562, 102.23117501150878]",168.4791706976081,"['668672700', '5366445083', '6583550560', '6583550562']",4
38,"[-512.92025439988, 283.4517668326957]",171.46049018270188,"['2081722939', '4348259319', '4348259324', '5280437313', '5280437314', '5280438428']",6
