,location,Radius,covered_nodes,Total_nodes_covered
0,"[67.902409861748, -890.0349531033645]",203.53078852213628,"['275675440', '275675441', '275676975', '275676976', '275676977', '330653986', '330653996', '330653997', '330654000', '330654003', '330654005', '330654009', '330654010', '330654012', '330780144', '330780155', '2164168453', '2164168463', '2166694704', '2166694709', '2167078771', '2167078772', '2167078773', '2167078774', '6590511582', '7025461280']",26
1,"[-912.4059362600341, -716.2556372085332]",178.8843821541227,"['330648098', '2018053792', '5391143596', '5391143604']",4
2,"[607.7671087067127, 473.2338850664364]",205.93311958894017,"['268789880', '268789881', '268789882', '268789920', '268789950', '268789961', '268789963', '330576035', '330576044', '330576053', '330576059', '330576066', '330576156', '330576404', '330576439', '330576503', '330593460', '330593466', '3371735087', '3405055668', '6773818263', '6773818264']",22
3,"[-470.7833401013423, -236.23031075846103]",222.65205765520767,"['330612299', '330648024', '330648061', '330648065', '330648075', '330648108', '330648111', '330648114', '330648117', '330798362', '330798365']",11
4,"[358.1304334101208, -684.0075233131442]",225.62209589337536,"['330653384', '330653399', '330654003', '330798628', '330798635', '330798636', '2166694720', '2166694724', '2166703022', '2293922421', '3405091168', '7024847607']",12
5,"[-108.61698659236158, -359.99271573803105]",223.26830898345364,"['268789969', '268789973', '268789976', '268790010', '268790016', '268790030', '304913244', '304913245', '304913248', '304914007', '304914011', '330612298', '330612299', '330648003', '330648024', '330653141', '330653166', '330653179', '330653184', '330653236', '330653241', '330653246', '330653249', '330653271', '330653290', '672642687', '3405118745']",27
6,"[-670.2620618699782, -503.8519881597451]",221.87178258769148,"['330648038', '330648048', '330648061', '330648065', '330648098', '330648694', '330648697', '330798362', '330798365']",9
7,"[432.07192103472045, 130.26328825501122]",212.54295613063726,"['268789869', '268789870', '268789926', '268789939', '268789940', '330576253', '330576261', '330576280', '330576289', '330576439', '330576446', '330576488', '330576496', '330593476', '330593480', '330593514', '330593520', '330593523', '330593548', '330593624', '330593646', '330593651', '330593656', '330593661', '330593666', '330593675', '330593688', '330593697', '330593701', '330593710']",30
8,"[931.6588297940232, 1042.687565371348]",198.77633037723015,"['268789836', '268789877', '268789942', '268789959', '268790945', '330576694', '3248845375']",7
9,"[-86.20441703087482, -717.3628827509351]",223.38636172697937,"['275675438', '275675439', '275675440', '275675441', '330653249', '330653262', '330653267', '330653271', '330653353', '330653884', '330653893', '330653923', '330653967', '330653976', '330653978', '330653986', '330653996', '330653997', '330654000', '330654010', '330654012', '330780144', '330780155', '330780161', '330780167', '330780202', '330780203', '670703094', '670703101', '670703151', '670703205', '670703217', '670703264', '2164168482', '2166694704', '2166694709', '2166694714', '2166694715']",38
10,"[172.71225824149994, -1124.09414189331]",181.24947961514783,"['275676975', '275676976', '275676977', '330654038', '330654075', '330654144', '330654147', '330654149', '330654150', '2164168453', '2164168463', '2167078769']",12
11,"[443.190514352171, -1009.9153720921423]",218.17386061179107,"['275676977', '275676979', '275676982', '330653399', '330654081', '330654083', '330654114', '330654123', '330654139', '330780592', '330798589', '330798628', '330798629', '2167078769', '2167078770', '2168356812', '4690195811', '4690195816']",18
12,"[631.3378838355322, -917.9935207011661]",232.37869734526052,"['275676979', '275676982', '330653399', '330654107', '330654114', '330654123', '330654130', '330780864', '330780866', '330798628', '330798629', '330798631', '330798633', '330798634', '330798635', '330798636', '2158634730', '2168356812', '4690195811', '4690195816', '10038642609', '10038642610', '10038642616']",23
13,"[745.0894627304557, 205.1814551219395]",207.66231088925,"['268789868', '268789869', '268789920', '268789950', '268789954', '268789961', '330576496', '330582189', '330582202', '330593428', '330593447', '330593456', '330593460', '330593466', '330593480', '330593509', '2164208476', '2164208484', '3248842465', '3248842469', '3248842473', '3248842475', '3248842476', '3248842477', '3248842479']",25
14,"[294.6639741299232, -105.99297032223589]",220.34512113273334,"['268789874', '268789875', '268789926', '268789939', '268789985', '268789987', '268789988', '268789990', '330593548', '330593595', '330593601', '330593605', '330593612', '330593618', '330593624', '330593641', '330593697', '330593701', '330593710', '330593716', '330612021', '330612026', '330612027', '330612032', '330612039', '330612040', '330612044', '330612049', '330612053', '330779489', '330779492', '3371735080']",32
15,"[825.9967804726018, 744.6769511943664]",202.84488698804736,"['268789860', '268789861', '268789877', '268789879', '268789944', '330576156', '330576530', '330576539', '330576568', '330576592', '330576637', '330576647', '330576671', '330576678', '330576694', '330576715', '330576733', '330576757', '330576765', '330576770', '330576811', '330576821', '330576830', '330582157', '330582193', '3371735058', '3371735059', '3371735060', '3371735062', '3371735063', '3371735085', '3371735086', '3371735087']",33
16,"[633.6768118309677, -176.054489219986]",216.55974322040643,"['330593497', '330593501', '330593710', '330612026', '330653426']",5
17,"[970.6672236965817, 519.5328715779427]",203.9280590489443,"['268789861', '330576503', '330576530', '330576733', '330576745', '330576765', '330576770', '330576811', '330576821', '330576830', '330582157', '330582170', '330582189', '330582193', '330593389', '330593397', '3248842472', '3405055667', '3405055668']",19
18,"[6.224101106726074, -159.93302621301112]",211.63856063643345,"['268789988', '268789990', '268789999', '268790000', '304913244', '304913248', '304914011', '330576364', '330612029', '330612032', '330612044', '330612046', '330612049', '330612053', '330612289', '330612298', '3371735080', '3405118745']",18
19,"[532.4771429150021, -478.8526944793171]",226.75843007500035,"['330653384', '2166703022', '2293922421', '3405091168']",4
20,"[255.1008787736683, -485.8332143855616]",223.7477319667847,"['268789969', '268789971', '268789973', '268789976', '268789979', '268790030', '268790035', '330653290', '330653296', '330653303', '330653324', '330653353', '330774715', '330774716', '330780203', '2166694720', '2166694724', '2166694728', '2166694752', '3405091168', '7024847607']",21
21,"[-444.17835832338636, -589.328121538019]",221.31684072784597,"['268790019', '275676971', '330648038', '330648048', '330648051', '330648058', '330653893', '330653928', '330653958', '330783601', '330783605', '670703094', '672642687', '672642688', '672642689']",15
