,location,Radius,covered_nodes,Total_nodes_covered
0,"[684.7726783721604, -402.56918145124456]",244.3828920197311,"['667357382', '667357383', '667357385', '667357387', '668660560', '668685375', '668685380', '5879215623', '5879215625', '5879215634', '8675266535']",11
1,"[491.9303845387531, -718.8135866156647]",244.29940800042132,"['667357309', '667357310', '667357311', '667357368', '668660548', '668660552', '5879215641', '5879215644', '5879215645', '5879215646', '5879215650']",11
2,"[704.5153610739779, -91.73884201782015]",243.95521171506812,"['667357392', '667357401', '667357403', '667357405', '667357407', '668685380', '6576461331', '6785961623', '8675266535']",9
3,"[-161.35848922062806, 586.6310514181354]",238.7580978452451,"['667357348', '667357359', '667357361', '668478124', '668672699', '4348259297', '4348259298', '6571330021', '6573701505', '7265473766']",10
4,"[268.38078572734685, 649.8604244328013]",241.57094296337456,"['667357421', '668612331', '668612391', '1990860599', '1990860600', '4348259329', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '6573701501', '6573701505', '6573701524', '9169143592']",15
5,"[171.53042091679094, -866.9599191602483]",243.91260622830686,"['667357309', '667357310', '668660548', '668699237', '6435688923', '6435688924', '6627410440', '6627410442']",8
6,"[-680.414711646524, 306.99468175317463]",212.21654231682047,"['2081722939', '4348259319', '4348259324', '5280438428', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",9
7,"[619.1910369873129, 740.9064183846283]",242.80374007583873,"['1990860600', '4348259325', '6786321690', '6786321691']",4
8,"[316.8289525121498, -74.56453077340745]",241.31343049385364,"['667357326', '667357352', '668672700', '2055461156', '3215340463', '3215340464', '5077600694', '6568909593', '6568909594', '6568909595', '6573854574', '6785961623', '6785961658', '7147944038']",14
9,"[461.3302499032261, 928.2852504011792]",242.87715612637885,"['6786321690', '6786321691', '9169143592']",3
10,"[-119.84703266517694, -43.738000827258716]",239.34860168761955,"['245674992', '6583550560', '6583550562']",3
11,"[276.8442313854637, -310.6324199622059]",242.2787419927871,"['667357317', '667357318', '667357325', '667357326', '667357382', '668699249', '3215340463', '3215340464', '5366445105', '5879215642', '5879215643', '6568909593', '6568909594', '6568909595', '6568909609', '6573854574', '8666700466']",17
12,"[-237.32891613305225, -834.9560500331373]",244.30659376574295,"['668699188', '668699193', '668699199', '668699242']",4
13,"[804.3386277312597, 344.72413654706827]",242.77665463771936,"['667357409', '667357412', '667357415', '667357416', '667357419', '4348259335', '4348259340', '4348259341', '7265460758', '9169143586']",10
14,"[67.27711237815085, 276.73355361182945]",239.85927454178253,"['668672704', '4642960968', '5366445082', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650', '6583550562']",11
15,"[151.42610896126183, -424.6731357130886]",241.75367806681845,"['667357317', '667357318', '667357325', '667357326', '668699249', '5879215642', '5879215643', '6495983054', '6495983060', '6568909593', '6568909609', '6573854574', '8666700466']",13
16,"[479.5227516335354, 298.5676741391022]",241.85232217167749,"['667357367', '667357409', '667357412', '667357419', '668620092', '668672704', '2055461156', '4348259327', '4348259328', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '4348259340', '4348259341', '4369058864', '5366445082', '5882320075', '7147944044', '7147944046', '7265460758']",24
17,"[-360.76161015663325, 315.99306863177515]",237.8744989846382,"['245674992', '668478124', '668672574', '668672699', '4348259294', '4348259295', '4348259324', '5280437313', '5280437314', '5280438428', '6571330021', '6571330022', '6571330023', '7265473766']",14
