,location,Radius,covered_nodes,Total_nodes_covered
0,"[693.2130163178701, -458.79917236737924]",230.48233483949312,"['667357383', '667357385', '667357387', '668660560', '668685375', '668685380', '5879215623', '5879215625', '5879215634']",9
1,"[507.0362474720162, -38.371477480948656]",230.49656011557147,"['667357352', '667357392', '667357405', '667357407', '2055461156', '3215340463', '3215340464', '4369058864', '5077600694', '6568909595', '6576461331', '6785961623', '6785961658', '7147944038', '8675266535']",15
2,"[-657.4785102242486, 317.37764022762127]",236.3014922466598,"['2081722939', '4348259319', '4348259324', '5280438428', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",9
3,"[408.05994034865125, 518.9188823707746]",230.57499031998535,"['667357367', '667357421', '668612331', '668672704', '1990860599', '1990860600', '4348259325', '4348259327', '4348259328', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '4348265098', '4348265099', '4348265101', '6573701524']",20
4,"[374.8540221079303, -297.34748947284555]",230.77426052063763,"['667357317', '667357325', '667357368', '667357382', '667357385', '668699249', '3215340463', '3215340464', '5366445105', '5879215642', '5879215643', '6568909593', '6568909594', '6568909595', '6568909609', '6573854574', '8666700466']",17
5,"[-253.14091179902417, 490.58240737240175]",234.29900750234285,"['667357348', '667357359', '667357361', '668478124', '668672699', '4348259294', '4348259295', '4348259297', '4348259298', '6571330021', '6571330022', '7265473766']",12
6,"[117.66701786831973, 700.8760230367061]",232.23864772808955,"['668612391', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '6573701501', '6573701505']",8
7,"[793.7840393769781, -109.28393426928228]",230.37630523470128,"['667357392', '667357401', '667357403', '667357405', '668685380', '6576461331', '8675266535']",7
8,"[116.61063208095332, -858.1930164629066]",229.1458438759073,"['668699237', '668699242', '6435688923', '6435688924', '6627410440', '6627410442']",6
9,"[691.0738996186054, 750.0844460914731]",230.63872233350364,"['6786321690', '6786321691']",2
10,"[746.2877383562301, 321.9779117157762]",230.37351489310663,"['667357409', '667357412', '667357415', '667357416', '667357419', '4348259334', '4348259335', '4348259340', '4348259341', '7265460758', '9169143586']",11
11,"[-300.73343216434006, 126.78979260410966]",234.21214511850343,"['245674992', '668672574', '4348259294', '4348259295', '5280437313', '5280437314', '6571330023']",7
12,"[459.6865848052016, 941.9695126337269]",231.3383763898372,"['6786321690', '6786321691', '9169143592']",3
13,"[389.6184725867508, 127.1908379331358]",229.6477024578189,"['667357352', '667357367', '668620092', '2055461156', '4369058864', '5077600694', '5366445082', '5366445083', '5882320075', '6785961623', '6785961658', '7147944038', '7147944044', '7147944046']",14
14,"[50.219541070493285, -99.97024521431541]",231.75669408477347,"['667357326', '668672700', '6583550560', '6583550562']",4
15,"[213.2431543475943, -446.47142486298173]",226.71751306294783,"['667357317', '667357318', '667357325', '668699249', '5879215642', '5879215643', '6495983054', '6495983060', '6568909593', '6568909594', '6568909609', '6573854574', '8666700466']",13
16,"[442.6675578031334, -737.3848071004294]",230.36908637524937,"['667357309', '667357310', '667357311', '668660548', '668660552', '5879215641', '5879215644', '5879215645', '5879215646', '5879215650', '6495983054', '6627410440', '6627410442']",13
17,"[-258.574864088417, -833.2357562115016]",228.92823531767854,"['668699188', '668699193', '668699199', '668699242']",4
18,"[49.62808594830224, 292.9744529785038]",231.57949437279765,"['668672699', '4642960968', '5366445082', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650', '6583550562']",11
