,location,Radius,covered_nodes,Total_nodes_covered
0,"[-1276.695236632785, -946.2846719941355]",126.87193755718762,"['J155', 'J156', 'J179', 'J192', 'J206', 'J211', 'J243']",7
1,"[-99.43432651838926, -1101.1423072907837]",118.9663230574747,"['J196', 'J197', 'J217', 'J218']",4
2,"[-60.16408118556646, -944.2317013344733]",119.30190537795418,"['J175', 'J178', 'J188', 'J189', 'J196', 'J219']",6
3,"[-302.37811657539487, -1092.7454478323373]",118.22836579175248,"['J198', 'J221', 'J242']",3
4,"[-1436.2931221314755, -1019.2719249994732]",115.8635820303701,"['J154', 'J193']",2
5,"[-1599.9270616003546, -1066.8923255132363]",106.31232756642729,"['J153', 'J194', 'J202']",3
6,"[-355.6324596489944, -814.1736832179015]",119.7160451470675,"['J173', 'J174', 'J233']",3
7,"[-656.6715773182123, -866.6788471351878]",129.9476355032883,"['J167', 'J168', 'J169', 'J170', 'J171', 'J172', 'J183', 'J184', 'J185', 'J231', 'J232', 'J236', 'J249']",13
8,"[-1596.04351085522, -883.7596901038997]",106.35641391639922,"['J152', 'J153', 'J195', 'J203']",4
9,"[-465.49925516651535, -1065.2304865371343]",125.65231226007737,"['J199', 'J213', 'J214', 'J215', 'J222', 'J223', 'J224', 'J225', 'J247']",9
10,"[-211.51955989448484, -768.7859714206918]",120.07402168710264,"['J176', 'J237', 'J239']",3
11,"[-1065.2629045806798, -983.5148493708992]",128.13451735095734,"['J157', 'J158', 'J180', 'J182', 'J204', 'J208', 'J209', 'J210', 'J227', 'J228', 'J229', 'J230', 'J245', 'J250']",14
12,"[-814.4246196389716, -803.8189556115246]",131.25865521694004,"['J161', 'J162', 'J165', 'J167', 'J168', 'J236']",6
13,"[-264.7255849997633, -935.7166216225886]",121.79371099650537,"['J175', 'J187', 'J220', 'J240', 'J241', 'J242']",6
14,"[-1439.4615791815113, -907.6952260675977]",97.34009797117587,"['J154', 'J155']",2
15,"[-668.2688342090047, -1107.229572496932]",128.64626041422858,"['J200', 'J212', 'J216']",3
16,"[-826.5808379445932, -1027.942818592847]",130.19064756623604,"['J212', 'J216', 'J226', 'J234', 'J235']",5
17,"[-1205.5297631132055, -776.2412757596135]",131.31568471848226,"['J190', 'J191', 'J244']",3
18,"[-1219.3404317696231, -1123.9215945426813]",125.57594311092934,"['J201', 'J205', 'J206', 'J211']",4
19,"[-1023.3044093972759, -1204.466005374529]",128.88789965401602,['J246'],1
20,"[-1015.6296186817879, -939.5186554044171]",130.89529630813595,"['J157', 'J158', 'J160', 'J180', 'J182', 'J208', 'J209', 'J227', 'J228', 'J229', 'J230', 'J245', 'J250', 'J251', 'J252']",15
21,"[-1003.041092497533, -726.4470358156212]",131.00690020332914,"['J161', 'J163', 'J164', 'J166', 'J251', 'J252']",6
22,"[-501.663834424825, -934.5514379352137]",126.55530902432974,"['J171', 'J172', 'J173', 'J185', 'J186', 'J187', 'J213', 'J214', 'J215', 'J222', 'J223', 'J247', 'J248']",13
