,location,Radius,covered_nodes,Total_nodes_covered
0,"[-109.2215871501074, -1019.9610905006842]",116.89190738032158,"['J188', 'J196', 'J218', 'J219', 'J220']",5
1,"[-240.17029252437493, -880.6305456872406]",122.16279525341345,"['J175', 'J176', 'J220', 'J240']",4
2,"[-1508.885008255758, -985.7743713590444]",115.68552406153275,"['J153', 'J154', 'J194']",3
3,"[-1174.0026983562648, -765.1593291123213]",142.3852932484958,"['J190', 'J191', 'J244']",3
4,"[-1067.7455200112731, -1199.077380347939]",144.17243368789357,"['J204', 'J246']",2
5,"[-1326.465946511741, -919.0245011663578]",141.1893349665174,"['J154', 'J155', 'J156', 'J179', 'J192', 'J193', 'J243']",7
6,"[-1555.7935433202902, -861.7991814076615]",120.28387361916565,"['J152', 'J195', 'J203']",3
7,"[-484.3766510136612, -1063.2039912726984]",126.096940364531,"['J186', 'J199', 'J213', 'J214', 'J215', 'J222', 'J223', 'J224', 'J225', 'J247']",10
8,"[-430.52306103985285, -891.0272062590284]",123.70033461094333,"['J171', 'J173', 'J174', 'J187', 'J223', 'J233', 'J248']",7
9,"[-1619.2525846341491, -1057.4808607270083]",106.45359289496245,"['J153', 'J194', 'J202']",3
10,"[-1200.793067503366, -1037.5404976300317]",143.40659671025878,"['J156', 'J158', 'J179', 'J201', 'J204', 'J205', 'J206', 'J208', 'J210', 'J211', 'J243']",11
11,"[-1010.2405666375728, -942.9854398925869]",141.84178712513102,"['J157', 'J158', 'J160', 'J180', 'J182', 'J208', 'J209', 'J210', 'J227', 'J228', 'J229', 'J230', 'J245', 'J250', 'J251', 'J252']",16
12,"[-100.13427549634578, -1101.461767411628]",119.42935654260046,"['J196', 'J197', 'J217', 'J218']",4
13,"[-270.46324043569837, -781.6924265277742]",121.34288805393903,"['J233', 'J239']",2
14,"[-927.28833047553, -722.1968229224832]",136.85439567945326,"['J161', 'J162', 'J163', 'J164', 'J165', 'J166', 'J251', 'J252']",8
15,"[-791.4930332090316, -829.359045575314]",131.58885861599867,"['J161', 'J162', 'J167', 'J168', 'J236']",5
16,"[-803.339218233554, -1037.7205624584565]",130.21089939928757,"['J200', 'J212', 'J216', 'J226', 'J232', 'J234', 'J235']",7
17,"[-68.26062087378246, -901.9812229737423]",118.4976715887783,"['J175', 'J176', 'J178', 'J188', 'J189', 'J219', 'J237']",7
18,"[-634.1785900619245, -864.924961991258]",128.41906997945188,"['J168', 'J169', 'J170', 'J171', 'J172', 'J183', 'J184', 'J185', 'J231', 'J249']",10
19,"[-650.3827728390339, -1086.2826133946185]",125.88044880538844,"['J170', 'J184', 'J216']",3
20,"[-303.3154038664903, -1083.5301318605834]",123.194292836608,"['J198', 'J218', 'J221', 'J240', 'J241', 'J242']",6
