,location,Radius,covered_nodes,Total_nodes_covered
0,"[450.70447338621204, -446.5316692843457]",227.53073543134948,"['667357317', '667357325', '667357368', '667357382', '667357385', '667357387', '668685375', '668699249', '5366445105', '5879215634', '5879215642', '5879215643', '6495983054', '6568909594', '8666700466']",15
1,"[72.98455802095134, -378.5293233445505]",233.21088432900896,"['667357317', '667357318', '667357326', '6568909609', '8666700466']",5
2,"[-204.84971363152263, -837.5942796615325]",270.26192010281073,"['668699188', '668699193', '668699199', '668699242']",4
3,"[729.3129478417628, -251.96726877844796]",234.98919728585045,"['667357383', '667357385', '667357387', '667357392', '667357401', '668685380', '5879215623', '5879215625', '6576461331', '8675266535']",10
4,"[-104.89913524533549, 12.796733206219933]",223.85371760385956,"['245674992', '668672574', '6583550560', '6583550562']",4
5,"[412.8595114701486, -10.08268670312058]",229.11699096601777,"['667357352', '667357407', '668620092', '2055461156', '3215340463', '3215340464', '4369058864', '5077600694', '6568909595', '6785961623', '6785961658', '7147944038', '7147944044', '7147944046']",14
6,"[679.7285932274178, -667.1333278169184]",250.87402249567538,"['668660560', '668685375', '5879215623', '5879215625', '5879215634', '5879215641', '5879215644']",7
7,"[775.2588573881904, 571.3456945367457]",217.27608654865364,"['4348259333', '4348259335', '4348259341', '7265460758', '9169143586']",5
8,"[99.81601450759234, 545.1114710849192]",223.99315996005927,"['667357359', '668612331', '4348265098', '4348265099', '4348265101', '4348265105', '4348265107', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650', '6573701501', '6573701505', '6573701524']",16
9,"[273.3668127290222, -931.5319233474654]",265.12882469574026,"['667357309', '667357310', '667357311', '668660548', '668660552', '668699237', '5879215645', '5879215646', '5879215650', '6435688923', '6435688924', '6627410440', '6627410442']",13
10,"[288.09838679293983, 877.0970915791117]",212.14578141321417,"['668612391', '9169143592']",2
11,"[-279.07703885397916, 529.8153146358657]",227.40701649581746,"['667357348', '667357359', '667357361', '668478124', '668672699', '4348259297', '4348259298', '6571330021', '6571330022', '7265473766']",10
12,"[110.24625399925092, 297.1273582227257]",227.73639723972613,"['668672704', '4348265107', '4642960968', '5366445082', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650']",11
13,"[265.72618480611544, -80.74525308932253]",222.88221638828014,"['667357326', '667357352', '668672700', '3215340463', '3215340464', '5077600694', '6568909593', '6568909594', '6568909595', '6573854574', '6785961658', '7147944038']",12
14,"[458.0009110744094, 566.0575695351381]",214.60065824943484,"['667357421', '668612331', '1990860599', '1990860600', '4348259325', '4348259327', '4348259328', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '4348265098', '4348265099', '6573701524', '7265460758']",18
15,"[261.0085039505963, -776.141653178729]",248.67893612167694,"['667357309', '667357310', '667357311', '668660548', '668660552', '668699237', '5879215644', '5879215645', '5879215646', '5879215650', '6435688923', '6435688924', '6495983054', '6495983060', '6627410440', '6627410442']",16
16,"[-295.76100994600716, 292.8665406171735]",226.9186466869285,"['245674992', '667357348', '668478124', '668672574', '668672699', '4348259294', '4348259295', '5280437313', '5280437314', '5280438428', '6571330021', '6571330022', '6571330023', '7265473766']",14
17,"[497.4090356408398, 325.9719013592072]",223.58826408346533,"['667357367', '667357409', '667357412', '667357419', '668620092', '4348259325', '4348259327', '4348259328', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '4348259340', '4348259341', '4369058864', '5882320075', '7147944044', '7147944046', '7265460758']",22
18,"[778.4375417878166, 144.3314746940448]",225.59798841159457,"['667357401', '667357403', '667357405', '667357407', '667357409', '667357412', '667357415', '667357416', '4348259340']",9
19,"[-667.3119699527203, 317.17046573732915]",228.7436486365638,"['2081722939', '4348259319', '4348259324', '5280438428', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",9
20,"[601.3255775699783, 912.161772652828]",212.05058126222613,"['6786321690', '6786321691']",2
