,location,Radius,covered_nodes,Total_nodes_covered
0,"[-8.474992904426102, 456.4530427402374]",335.60930619965353,"['245674992', '667357348', '667357359', '667357361', '668478124', '668672699', '668672704', '4348259294', '4348259295', '4348259297', '4348259298', '4348265099', '4348265101', '4348265105', '4348265107', '4642960968', '5366445082', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650', '6571330021', '6571330022', '6573701501', '6573701505', '6573701524', '7265473766']",29
1,"[444.2548316663259, 774.7832654185445]",331.1491243543147,"['667357421', '668612331', '668612391', '1990860599', '1990860600', '4348259325', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348265098', '4348265099', '4348265101', '6573701524', '6786321690', '6786321691', '9169143592']",18
2,"[552.31598115649, 536.810096264777]",332.84821582902447,"['667357367', '667357412', '667357419', '667357421', '668612331', '668672704', '1990860599', '1990860600', '4348259325', '4348259327', '4348259328', '4348259329', '4348259330', '4348259331', '4348259332', '4348259333', '4348259334', '4348259335', '4348259340', '4348259341', '4348265098', '4348265099', '4348265101', '5882320075', '6573701524', '6786321691', '7265460758', '9169143586']",28
3,"[-37.68223190479385, 183.30509917678313]",333.94733930308456,"['245674992', '667357348', '667357361', '668478124', '668672574', '668672699', '668672700', '4348259294', '4348259295', '4642960968', '5366445082', '5366445083', '5366445085', '5366445091', '5366445092', '5366445093', '5584937649', '5584937650', '6571330022', '6571330023', '6583550560', '6583550562']",22
4,"[772.57159816034, -356.08927178181176]",330.94720158729723,"['667357382', '667357383', '667357385', '667357387', '667357392', '667357401', '668660560', '668685375', '668685380', '5879215623', '5879215625', '5879215634', '6576461331', '8675266535']",14
5,"[-578.811151598334, 380.69297119683483]",337.28331611339183,"['2081722939', '4348259319', '4348259324', '5280437313', '5280437314', '5280438428', '6571330022', '6571330023', '7265473766', '7265482108', '7265482110', '8699875147', '8699875155', '8699875156']",14
6,"[175.62457532460806, -257.7731956485006]",330.67355250601184,"['667357317', '667357318', '667357325', '667357326', '667357382', '668672700', '668699249', '3215340463', '3215340464', '5077600694', '5366445105', '5879215642', '5879215643', '6568909593', '6568909594', '6568909595', '6568909609', '6573854574', '6583550560', '7147944038', '8666700466']",21
7,"[364.7028062917609, -751.9361520550906]",328.6072857481486,"['667357309', '667357310', '667357311', '667357317', '667357368', '668660548', '668660552', '668699237', '668699249', '5879215641', '5879215642', '5879215643', '5879215644', '5879215645', '5879215646', '5879215650', '6435688923', '6435688924', '6495983054', '6495983060', '6627410440', '6627410442']",22
8,"[-141.69619221224124, -844.0015678620891]",326.4737622866439,"['668699188', '668699193', '668699199', '668699237', '668699242', '6435688923', '6435688924']",7
9,"[579.8298493939585, 142.0439135878749]",333.3940252396839,"['667357352', '667357367', '667357392', '667357401', '667357403', '667357405', '667357407', '667357409', '667357412', '667357415', '667357416', '667357419', '668620092', '2055461156', '4348259327', '4348259328', '4348259330', '4348259331', '4348259332', '4348259334', '4348259335', '4348259340', '4348259341', '4369058864', '5882320075', '6576461331', '6785961623', '6785961658', '7147944038', '7147944044', '7147944046', '7265460758']",32
