,location,Radius,covered_nodes,Total_nodes_covered
0,"[-444.8186661263115, -394.9434334971075]",205.71270700160005,"['268790019', '304914007', '330612299', '330648024', '330648048', '330648058', '330648061', '330648065', '330648108', '330648111', '330648114', '330648117', '330653928', '330653958', '330798362', '330798365', '672642687', '672642689']",18
1,"[693.3196360663758, 673.6503677748468]",151.1055916552454,"['268789880', '268789944', '330576053', '330576059', '330576156', '330576530', '330576539', '330576568', '330576678', '330576765', '330576821', '3371735060', '3371735062', '3371735063', '3371735085', '3371735087']",16
2,"[495.09082642632717, 240.8284150765587]",152.36607976707924,"['268789940', '330576253', '330576261', '330576280', '330576289', '330576404', '330576439', '330576446', '330576488', '330576496', '330593476', '330593514', '330593520', '330593675']",14
3,"[-454.54976957769964, -691.7867710416203]",207.03689902751987,"['275676971', '330648038', '330648048', '330648051', '330653893', '330653923', '330653958', '330783601', '330783605', '670703094', '670703264', '672642688', '672642689']",13
4,"[563.0083257040847, -541.2019161368908]",184.8740340440032,"['330653384', '2166703022', '2293922421']",3
5,"[406.4851656820415, -783.7086390685604]",194.5898300167413,"['275676979', '330653384', '330653399', '330654003', '330654139', '330780592', '330798589', '330798628', '330798629', '330798635', '330798636', '2166694720', '2166703022', '4690195811', '4690195816']",15
6,"[-660.4093021639959, -486.8935762243237]",209.59879564262837,"['330648038', '330648048', '330648061', '330648065', '330648075', '330648694', '330648697', '330798362', '330798365']",9
7,"[-95.33327176170158, -464.73672750348464]",194.23381125340745,"['268789973', '268789976', '268790010', '268790016', '268790030', '268790035', '304913245', '330648003', '330653141', '330653166', '330653179', '330653184', '330653236', '330653241', '330653246', '330653249', '330653262', '330653267', '330653271', '330653290', '330653353', '330653884', '670703205', '670703217', '2164168482']",25
8,"[365.833446279066, 115.82251491773445]",131.96323896723652,"['268789926', '268789939', '330576289', '330593476', '330593523', '330593548', '330593624', '330593646', '330593651', '330593656', '330593661', '330593666', '330593675', '330593688']",14
9,"[617.2050399553352, 413.8355737099983]",153.60971861531934,"['268789881', '268789882', '268789920', '268789950', '268789961', '268789963', '330576035', '330576044', '330576059', '330576066', '330576404', '330576439', '330593460', '330593466', '6773818263', '6773818264']",16
10,"[395.35422876413077, -26.168795300535624]",152.00969524032217,"['268789874', '268789926', '330593523', '330593548', '330593601', '330593697', '330593701', '330593710', '330593716', '330612021']",10
11,"[172.53478994854953, -1044.1749593868137]",206.45312060860928,"['275676975', '275676976', '275676977', '330654005', '330654009', '330654010', '330654038', '330654075', '330654081', '330654139', '330654144', '330654147', '330654149', '330654150', '330780592', '2164168453', '2164168463', '2167078769', '2167078770', '2167078771', '2167078772', '2167078773', '2167078774', '6590511582', '7025461280']",25
12,"[25.6533760260297, -790.7809476568632]",202.76099340153675,"['275675438', '275675439', '275675440', '275675441', '330653262', '330653267', '330653967', '330653978', '330653986', '330653996', '330653997', '330654000', '330654009', '330654010', '330654012', '330780144', '330780155', '330780161', '330780167', '330780202', '2166694704', '2166694709', '2166694714', '2166694715', '2167078771', '2167078772', '2167078774']",27
13,"[674.1181227410834, -893.7020877009498]",188.82305983702662,"['275676982', '330654114', '330654123', '330654130', '330780864', '330780866', '330798629', '330798631', '330798633', '330798634', '330798635', '2158634730', '2168356812', '4690195811', '10038642609', '10038642610', '10038642616']",17
14,"[314.4896428268775, -649.5969708893549]",175.5235395418078,"['330653384', '2166694720', '2166694724', '2166703022', '2293922421', '7024847607']",6
15,"[853.4211492625509, 466.0006654151194]",149.44201412787712,"['330576503', '330576811', '330576821', '330576830', '330582170', '330582189', '330582193', '330582202', '330593389', '330593397', '3248842465', '3248842469', '3248842472', '3405055667', '3405055668']",15
16,"[133.7697486763466, -21.694608133473444]",168.22754943056484,"['268789985', '268789987', '268789988', '268789990', '268789999', '330576364', '330593595', '330593601', '330593605', '330593612', '330593618', '330593641', '330612029', '330612032', '330612039', '330612040', '330612044', '330612046', '330612049', '330612053']",20
17,"[691.2898310446715, -5.028534270074786]",162.05793374987957,"['268789869', '330593480', '330593497', '330593501', '330593509']",5
18,"[248.10591339873662, -509.64479647434814]",191.22981915473278,"['268789971', '268789973', '268789979', '268790030', '268790035', '330653296', '330653303', '330653324', '330774715', '330780203', '2166694720', '2166694724', '2166694728', '2166694752', '3405091168', '7024847607']",16
19,"[510.0743684189717, -1098.0970099110557]",198.54194183165225,"['275676979', '275676982', '330654081', '330654083', '330654107', '330654114', '330654123', '2168356812', '4690195811', '4690195816', '10038642609', '10038642610', '10038642616']",13
